,Event,Xintent,Xemotion,Otheremotion
3486,PersonX ведет ___ заблуждение,"[""будет означать""]","[""счастлив сделать это""]","[""заблуждение"", ""грустная""]"
3487,"PersonX возвращается домой, что ___","[""быть с семьей""]","[""расслабленный"", ""спокойный""]","[""безопасный"", ""семейный""]"
3488,"PersonX возвращается домой, что ___","[""relaxsation""]","[""хорошее настроение""]","[""нет""]"
3489,PersonX разбивает врага 's ___,"[""чтобы бороться с врагом хорошо""]","[""мощный"", ""триумфатор""]","[""злой"", ""разочарование""]"
3490,PersonX разбивает врага 's ___,"[""в безопасности от своего врага""]","[""очень безопасный""]","[""разгромил""]"
3491,PersonX разбивает врага 's ___,"[""победа""]","[""великий""]","[""хорошо""]"
3492,PersonX влияет ___ отрицательно,"[""нет""]","[""недоброго"", ""нелюбимая""]","[""злой"", ""расстроен""]"
3493,PersonX накладывает PersonX-это ___ на других,"[""быть под контролем""]","[""у власти""]",[недоволен]
3494,PersonX накладывает PersonX-это ___ на других,"[""идти своим путем""]","[""радостный и оживленный""]","[""нет""]"
3495,PersonX накладывает PersonX-это ___ на других,"[""управления вещами"", ""что делать""]","[""сильный"", ""доминант""]","[""слабая"", ""покорная"", ""заскок""]"
3496,PersonX вытирает ___ от лица PersonX по,"[""нет""]","[""на помощь"", ""симпатическая и заинтересованными утирая слезы""]","[""счастлива и любима"", ""утешали и заботились""]"
3497,PersonX вытирает ___ от лица PersonX по,"[""для очистки лица personx это""]","[""чище""]","[""нет""]"
3498,PersonX вытирает ___ от лица PersonX по,"[""чтобы высушить его лицо"", ""маска для доказательства он плакал""]","[""его лицо барабан"", ""что другие не знают, что он плачет""]","[""personx не грустила""]"
3499,PersonX проводит PersonX по ___ делая,"[""быть посвященным""]","[""преданных""]","[""нет""]"
3500,PersonX любит хорошо___,"[""нет""]","[""любовь для всех""]","[""нет""]"
3501,PersonX любит хорошо___,"[""чтобы чувствовать себя хорошо о себе""]","[""содержание""]","[""нет""]"
3502,PersonX учит персоны собака ___,"[""чтобы помочь человек y""]","[""рад помочь""]","[""спасибо""]"
3503,PersonX учит персоны собака ___,"[""чтобы весело провести время с пэрсоны""]","[""теплый""]","[""хорошо""]"
3504,PersonX притягивает в свое время___,"[""нет""]","[""заметил""]","[""насторожило""]"
3505,PersonX притягивает в свое время___,"[""получить хорошую оценку""]","[""работа""]","[""нет""]"
3506,PersonX принимает каждый ___,"[""нет""]","[""счастливая любовь""]","[""нет""]"
3507,PersonX принимает каждый ___,"[""нет""]","[""информация и образование""]","[""нет""]"
3508,PersonX подчиняется ___ чем человек,"[""угодить Богу"", ""религиозен""]","[""в мире"", ""праведник""]","[""нет""]"
3509,PersonX подчиняется ___ чем человек,"[""она повиноваться Богу, чем человеку""]","[""поддельные""]","[""его природные""]"
3510,PersonX публикует каждые ___,"[""чтобы их идеи читать""]","[""выразительный"", ""важно""]","[""нет""]"
3511,PersonX играет ___ в производстве,"[""чтобы доказать свои таланты""]","[""удовлетворенным о своем успехе""]","[""доволен своим выступлением""]"
3512,PersonX использует эффективно___,"[""воспользоваться чем-то""]","[""выполнена""]","[""нет""]"
3513,PersonX использует эффективно___,"[""чтобы показать навыки""]","[""гордый""]","[""спасибо""]"
3514,PersonX точно прогнозирует ___,"[""нет""]","[""как ему повезло""]","[""нет""]"
3515,PersonX точно прогнозирует ___,"[""контролировать""]","[""что они понимают вещи""]","[""нет""]"
3516,"PersonX использует PersonX по ___, чтобы помочь","[""улучшить знания""]","[""в восторге и радости""]","[""нет""]"
3517,"PersonX использует PersonX по ___, чтобы помочь","[""помощь personx"", ""полезные""]","[""счастье"", ""полезные""]","[""нет""]"
3518,"PersonX использует PersonX по ___, чтобы помочь","[""чтобы быть полезным""]","[""способный"", ""рад за человека у""]","[""убежден"", ""помогли""]"
3519,PersonX заменяет ___ с другой,"[""чтобы попробовать что-то новое"", ""новая версия""]","[""приятно"", ""интересно""]","[""нет""]"
3520,PersonX заменяет ___ с другой,"[""чтобы изменить ситуацию к лучшему""]","[""успешный""]","[""нет""]"
3521,PersonX страдает каждый ___,"[""нет""]","[""сад"", ""устал""]","[""нет""]"
3522,PersonX страдает каждый ___,"[""нет""]","[""разгромил""]","[""нет""]"
3523,PersonX страдает каждый ___,"[""довольный""]","[""посмотреть что-то""]","[""нет""]"
3524,PersonX отвечает страна с ___,"[""на помощь""]","[""полезная""]","[""помогли""]"
3525,PersonX отвечает страна с ___,"[""чтобы помочь стране достичь успеха"", ""показать привязанность"", ""проявить патриотизм""]","[""хороший"", ""счастливый"", ""довольный""]","[""спасибо""]"
3526,PersonX напоминает ___ Пэрсоны быть сделаны,"[""посмотреть что-то интересное""]","[""счастье""]","[""нет""]"
3527,PersonX учит студентов ___,"[""воспитывать"", ""обучать""]","[""полезно"", ""выполнена"", ""надежды""]","[""образование"", ""благодарен"", ""знающий""]"
3528,PersonX учит студентов ___,"[""personc учит правила""]","[""счастье""]","[""нет""]"
3529,PersonX образом производитель с ___,"[""в""]","[""хорошо""]","[""нет""]"
3530,PersonX образом производитель с ___,"[""для разработки качественного материала""]","[""веселый,честный""]","[""нет""]"
3531,PersonX получает только___,"[""чтобы приобрести что-то только""]","[""joyess""]","[""нет""]"
3532,PersonX играет ___ в истории,"[""содействие""]","[""полезная""]","[""нет""]"
3533,PersonX играет ___ в этиологии,"[""влияние""]","[""выглядит отлично""]","[""нет""]"
3534,PersonX поддерживает ___ на уровне,"[""чтобы быть здоровым""]","[""хорошо""]","[""нет""]"
3535,PersonX проводит ___ помогая,"[""быть частью сообщества""]","[""успешный""]","[""помогли""]"
3536,PersonX получает ___ в литературе,"[""нет""]","[""гордиться собой"", ""выполнена"", ""довольный""]","[""нет""]"
3537,PersonX изучает ___ тесно,"[""чтобы получить как много детали, как он может""]","[""осознанное"", ""умные""]","[""нет""]"
3538,PersonX изучает ___ тесно,"[""найди все улики""]","[""критический"", ""дотошный""]","[""нет""]"
3539,PersonX влияет ___ в пути,"[""трафик снимите проблема""]","[""счастье""]","[""нет""]"
3540,PersonX влияет ___ в пути,"[""чтобы добиться перемен""]","[""ответственный""]","[""расстроен""]"
3541,PersonX влияет ___ в пути,"[""поиск""]","[""хороший""]","[""нет""]"
3542,PersonX лежит ___ о бок,"[""чтобы быть рядом с человеком"", ""чтобы отдохнуть""]","[""утешение"", ""счастливый"", ""уютный""]","[""счастье"", ""близко"", ""удобный""]"
3543,PersonX лежит ___ о бок,"[""чтобы быть ближе к любовнику""]","[""содержание""]","[""подключение"", ""любимый""]"
3544,PersonX лежит ___ о бок,"[""нет""]","[""странно с кем-то рядом с ним""]","[""нет""]"
3545,PersonX защищает каждый ___,"[""чтобы быть хорошим юристом""]","[""довольный""]","[""нет""]"
3546,PersonX защищает каждый ___,"[""защита""]","[""могущественный""]","[""защищены""]"
3547,PersonX поднимает ___ для отправки,"[""в помощь животным"", ""помощь детям"", ""построить новый центр""]","[""надежды"", ""счастливый"", ""находчивый""]","[""благодарность"", ""Надежда"", ""облегчение""]"
3548,PersonX поднимает ___ для отправки,"[""в raisae для песка""]","[""счастье""]","[""нет""]"
3549,PersonX поднимает ___ для отправки,"[""помочь угнетенным""]","[""довольный о его щедрости""]","[""рады помочь""]"
3550,PersonX ставит это ___ на практике,"[""они были хорошей практики""]","[""он, как практика""]","[""нет""]"
3551,PersonX ставит это ___ на практике,"[""быть посвященным"", ""гордиться"", ""быть полезным""]","[""сильный"", ""формалист""]","[""нет""]"
3552,PersonX отделяет ___ от тела,"[""чтобы что-то удалить из тела""]","[""напрягся""]","[""нет""]"
3553,PersonX отделяет ___ от тела,"[""потому что им нравится человек y""]","[""счастье""]","[""нет""]"
3554,PersonX лежит персоны-это ___ на столе,"[""чтобы сделать другие вещи""]","[""Безопасность вещей друга""]","[""счастливая""]"
3555,PersonX лежит персоны-это ___ на столе,"[""и""]","[""демонстративная""]","[""как объект""]"
3556,PersonX заполняет персоны в ___ с воздуха,"[""персоны автомобильные шины имеют правильное количество воздуха""]","[""полезная"", ""довольный""]","[""благодарный"", ""освобожден""]"
3557,PersonX заполняет персоны в ___ с воздуха,"[""чтобы быть полезным""]","[""парюсь""]","[""страшные""]"
3558,PersonX заполняет персоны в ___ с воздуха,"[""y, чтобы жить""]","[""исчерпаны""]","[""облегчение"", ""возрожденный""]"
3559,PersonX отвечает ___ без ущерба,"[""эффективность"", ""самостоятельными""]","[""способный""]","[""нет""]"
3560,PersonX просвещает всякого ___,"[""распространение знания""]","[""хорошо"", ""просветление""]","[""знание"", ""хорошо"", ""просветленный""]"
3561,PersonX просвещает всякого ___,"[""чтобы помочь людям""]","[""теплый""]","[""хорошо""]"
3562,PersonX толкает ___ назад,"[""потесниться""]","[""как пространство выглядит больше""]","[""нет""]"
3563,PersonX толкает ___ назад,"[""быть организованным"", ""чтобы сохранить ее аккуратный""]","[""великий""]","[""нет""]"
3564,PersonX уговаривает ___ изменить,"[""чтобы иметь влияние на __""]","[""хорошо""]",[пострадавших]
3565,PersonX уговаривает ___ изменить,"[""для улучшения своего друга""]","[""надеемся на позитивные изменения"", ""хорошо""]","[""хорошо""]"
3566,PersonX расправляет PersonX по ___,"[""расслабить руки""]","[""облегчение""]","[""нет""]"
3567,PersonX расправляет PersonX по ___,"[""выразить себя""]","[""экспрессивное""]","[""нет""]"
3568,PersonX собирает PersonX в ___ вместе,"[""чтобы держать вещи аккуратный и опрятный""]","[""чистый"", ""радостный"", ""спокойный""]","[""нет""]"
3569,PersonX собирает PersonX в ___ вместе,"[""подготовить"", ""быть организованным""]","[""готов"", ""аккуратно"", ""организованный""]","[""нет""]"
3570,PersonX медведей в покое ___,"[""нет""]","[""одинокий"", ""беспокойство""]","[""нет""]"
3571,PersonX устанавливает ___ в состоянии покоя,"[""возобновить производство путем привлечения к агитации, чтобы отдохнуть"", ""чтобы положить конец дело""]","[""счастливого и ответственного""]","[""также рады возобновить работу""]"
3572,PersonX устанавливает ___ в состоянии покоя,"[""тело""]","[""спокойный""]","[""нет""]"
3573,PersonX помогает ___ в беде,"[""быть добрым""]","[""рады помочь""]","[""спасибо""]"
3574,PersonX помогает ___ в беде,"[""помочь бедным людям""]","[""ему нужна помощь""]","[""нет""]"
3575,PersonX отличает ___ от условия следующие,"[""это использовать сделать accoutancy""]","[""счастье""]","[""нет""]"
3576,PersonX отличает ___ от условия следующие,"[""распределение""]","[""хорошо""]","[""нет""]"
3577,PersonX левой PersonX по ___ За персоны,"[""спрятать подарок"", ""чтобы защищать что-то""]","[""безопасные"", ""безопасные""]","[""нет""]"
3578,PersonX практики ___ лет,"[""наркоманы годами в человека""]","[""счастье""]","[""нет""]"
3579,PersonX знает PersonX по ___ лучше,"[""чтобы быть ближе к его другу"", ""чтобы быть более творчески в контакте с самим собой"", ""чтобы понять его собственные мотивы более полно""]","[""более интимные отношения с его другом"", ""более творчески настроены на его чувства"", ""более осведомлены о своих собственных действий""]","[""ближе к своему другу""]"
3580,PersonX ждет еще один ___,"[""нет""]","[""тревожный"", ""нервный"", ""нетерпеливые""]","[""нет""]"
3581,PersonX ждет еще один ___,"[""нет""]","[""возбуждение"", ""в восторге"", ""с""]","[""счастье"", ""содержание""]"
3582,PersonX ждет еще один ___,"[""присутствовать""]","[""приспичило""]","[""нет""]"
3583,PersonX меры ___ с точки зрения,"[""дюйма""]","[""выглядит отлично""]","[""нет""]"
3584,PersonX отвечает всем ___,"[""чтобы быть полезным""]","[""хорошо""]","[""спасибо""]"
3585,PersonX отвечает всем ___,"[""нет""]","[""важными"", ""мощный""]","[""безопасной""]"
3586,PersonX продает ___ для общественности,"[""заработать""]","[""счастливы заработать""]","[""довольный""]"
3587,PersonX продает ___ для общественности,"[""расширить свой бизнес""]","[""счастливы о своей прибыли""]","[""счастлив получить его продуктов""]"
3588,PersonX теряет одного с ___,"[""чтобы заключить сделку с дьяволом""]","[""потерянные"", ""чужой""]","[""прибыльный"", ""хвастливый""]"
3589,PersonX открыть с ___,"[""чтобы вдохновить человека думать по-другому""]","[""ответственность необходима""]","[""по-разному, в противоречии""]"
3590,PersonX открыть с ___,"[""нет""]","[""занимательная""]","[""интересно""]"
3591,PersonX открыть с ___,"[""дружить""]","[""счастье""]","[""нет""]"
3592,PersonX устанавливает ___ на основании,"[""",,
3593,PersonX устанавливает ___ на основании,"[""основы производства в семье""]","[""succssfull""]","[""нет""]"
3594,PersonX устанавливает ___ на основании,"[""довольный""]","[""счастье""]","[""нет""]"
3595,PersonX воспроизводит это ___ оной персоны в форме,"[""чтобы положить свои мысли на бумаге""]","[""хорош для окончания проекта""]","[""нет""]"
3596,PersonX спасибо ___ за поддержку,"[""сказать им, что их помощь была полезной"", ""сказать им, что он был благодарным человеком""]","[""очень счастливы""]","[""что они помогли кому-то"", ""счастливый""]"
3597,PersonX спасибо ___ за поддержку,"[""поблагодарить людей, которые помогли ему""]","[""счастливый и довольный""]","[""благодарны""]"
3598,PersonX отмечает другой ___,"[""документ""]","[""известно""]","[""нет""]"
3599,PersonX отмечает другой ___,"[""найти истину""]","[""счастье""]","[""нет""]"
3600,PersonX пьет каждый ___,"[""быть трезвым""]","[""вольно"", ""опьяненный""]","[""нет""]"
3601,PersonX пьет каждый ___,"[""чтобы быть полностью увлажненной на марафон завтра""]","[""прекрасно зная, что он/она не начнет гонку обезвоженные""]","[""нет""]"
3602,PersonX пьет каждый ___,"[""действия""]","[""великий""]","[""нет""]"
3603,PersonX избирает ___ для офиса,"[""люди""]","[""счастье""]","[""счастливая""]"
3604,PersonX спешит ___ вместе,"[""я такой вопросы""]","[""счастье"", ""НАНА""]","[""нет""]"
3605,PersonX возвращает ___ в ту ночь,"[""чтобы быть хорошим, чтобы показать признательность, потому что они, как персоны""]","[""счастье""]","[""нет""]"
3606,PersonX возвращает ___ в ту ночь,"[""великий popuart""]","[""хорошо""]","[""нет""]"
3607,PersonX встречает жизнь с ___,"[""быть сильным"", ""жить хорошо""]","[""выполнена""]","[""нет""]"
3608,PersonX встречает жизнь с ___,"[""требования""]","[""позитив""]","[""нет""]"
3609,PersonX получается ___ обратно,"[""быть активным"", ""корректировать"", ""изменить""]","[""выполнена"", ""продуктивный""]","[""нет""]"
3610,PersonX получается ___ обратно,"[""чтобы получить вещи обратно, как он хочет"", ""чтобы вернуть что-то или хотите с кем-то""]","[""подключен""]","[""нет""]"
3611,PersonX увеличивает ___ и уменьшить,"[""сила""]","[""великий""]","[""нет""]"
3612,PersonX обеспечивает ___ к людям,"[""для обеспечения жильем нуждающихся""]","[""рад за то, что помогли люди""]","[""благодарим за помощь""]"
3613,PersonX обеспечивает ___ к людям,"[""чтобы быть полезным""]","[""гордился собой""]","[""благодарны""]"
3614,PersonX причины ___ позже,"[""кто-то пострадает""]","[""счастье"", ""расстроен""]","[""убогие""]"
3615,PersonX причины ___ позже,"[""нет""]","[""подчеркнул"", ""стыдно""]","[""aggrivated"", ""раздражен""]"
3616,PersonX мешает ___ у пациентов,"[""чтобы просмотреть изменения после лечения""]","[""счастливая Надежда""]","[""нет""]"
3617,PersonX мешает ___ у пациентов,"[""чтобы спасти своего пациента""]","[""выполнена"", ""как Бог""]","[""живой"", ""счастливчик""]"
3618,PersonX мешает ___ у пациентов,"[""лечить людей""]","[""успешный""]","[""здоровье""]"
3619,PersonX готовит ___ за прием,"[""помощь""]","[""полезный""]","[""нет""]"
3620,PersonX готовит ___ за прием,"[""довольные, счастливые, хорошо""]","[""хорошо""]","[""нет""]"
3621,PersonX делает все ___ хорошо,"[""нет""]","[""хорошо""]","[""нет""]"
3622,PersonX персоны получает деньги с ___,"[""денег стоит""]","[""с радостью и удовольствием""]","[""несчастная""]"
3623,PersonX персоны получает деньги с ___,"[""выполнять тяжелую работу и свершить великие дела платежными стоит человек и'""]","[""горды и довольны его/ее производительности""]","[""очень благодарна, потому что человек х очень старались, а также за предоставленные деньги""]"
3624,PersonX персоны получает деньги с ___,"[""не хороший работник""]","[""выполнена""]","[""заботятся""]"
3625,PersonX называет ___ к оружию,"[""призыв народов к оружию""]","[""НАНА""]","[""нет""]"
3626,PersonX называет ___ к оружию,"[""призывы людей к оружию""]","[""счастье""]","[""нет""]"
3627,PersonX называет ___ к оружию,"[""для разжигания насилия""]","[""богоподобный""]","[""вызвал""]"
3628,PersonX обсуждает это ___ подробно,"[""быть понятым""]","[""как он получил свою точку зрения""]","[""сообщил идей иксы""]"
3629,PersonX обсуждает это ___ подробно,"[""для объяснения различных процессов""]","[""счастливый,уверенный в себе""]","[""нет""]"
3630,PersonX принимает другой ___,"[""чтобы быть счастливым""]","[""будущие проблемы""]","[""нет""]"
3631,PersonX принимает другой ___,"[""быть открытыми""]","[""выполнена""]","[""нет""]"
3632,PersonX бросает ___ по истории,"[""быть откровенным""]","[""просто""]","[""нет""]"
3633,PersonX держит другой ___,"[""убедитесь в том, чтобы пройти""]","[""озабоченный""]","[""нет""]"
3634,PersonX держит другой ___,"[""уважение""]","[""осторожный""]","[""спасибо""]"
3635,PersonX учит ___ урок,"[""студентов""]","[""гордый""]","[""нет""]"
3636,PersonX учит ___ урок,"[""чтобы чувствовать себя умным""]","[""улучшенный""]","[""как они чему-то научились""]"
3637,PersonX учит ___ урок,"[""чтобы наказать кого-то"", ""чтобы получить даже с кем-то за плохое поведение""]","[""довольный""]","[""несчастная""]"
3638,PersonX образом отец PersonX-это с ___,"[""ценят"", ""получить признание"", ""отец personx гордится""]","[""довольный""]","[""гордый"", ""счастливый""]"
3639,PersonX образом отец PersonX-это с ___,"[""уважение""]","[""успешный""]","[""уважаемых""]"
3640,PersonX служит ___ в тюрьме,"[""нет""]","[""не раз этот момент в жизни человека""]","[""нет""]"
3641,PersonX служит ___ в тюрьме,"[""нет""]","[""незаконно осужденных""]","[""счастлив х за решеткой""]"
3642,PersonX проводит ___ пытаюсь,"[""чтобы добиться чего-нибудь""]","[""содержание""]","[""нет""]"
3643,PersonX проводит ___ пытаюсь,"[""чтобы быть успешным""]","[""устал"", ""успешный"", ""побежденный""]","[""нет""]"
3644,PersonX заканчивается ___ быстро,"[""там был мир"", ""чтобы перейти на другие вопросы""]","[""удовлетворен"", ""сильный""]","[""нет""]"
3645,PersonX заканчивается ___ быстро,"[""остановить хаос"", ""чтобы не нарушить гармонии"", ""чтобы избежать жертв""]","[""облегчение"", ""хорошо о себе""]","[""нет""]"
3646,PersonX играет ___ в разработке,"[""достичь цели""]","[""довольный""]","[""нет""]"
3647,PersonX поднимает и поддержку ___,"[""быть хорошим отцом""]","[""горжусь своим детям""]","[""любит""]"
3648,PersonX поднимает и поддержку ___,"[""общество""]","[""позитив""]","[""нет""]"
3649,PersonX использует ___ в качестве средства,"[""чтобы использовать все ресурсы с умом""]","[""выполнена""]","[""нет""]"
3650,PersonX достижения другой ___,"[""быть хорошим"", ""чтобы выдвинуть объяснение"", ""продвигаться""]","[""счастье""]","[""счастливая""]"
3651,PersonX решает все ___,"[""он хочет быть лидером""]","[""гордиться своими способностями""]","[""нет""]"
3652,PersonX решает все ___,"[""чтобы быть принимающим решения""]","[""авторитетные""]","[""тонкие""]"
3653,PersonX решает все ___,"[""ответ""]","[""хорошо""]","[""нет""]"
3654,PersonX перебежками PersonX-это ___ о камень,"[""нет""]","[""сильная боль""]","[""нет""]"
3655,PersonX перебежками PersonX-это ___ о камень,"[""нет""]","[""боль""]","[""нет""]"
3656,PersonX жизни ___ назад,"[""нет""]","[""старый""]","[""нет""]"
3657,PersonX обсуждает другой ___,"[""изменить направление""]","[""у руля""]","[""нет""]"
3658,PersonX обсуждает другой ___,"[""решение""]","[""чувствовать себя счастливым""]","[""нет""]"
3659,PersonX изменения персоны ПО ___ для лучшего,"[""чтобы сделать других людей счастливыми""]","[""полезная""]","[""спасибо""]"
3660,PersonX изменения персоны ПО ___ для лучшего,"[""персоны, чтобы чувствовать себя лучше об их существовании"", ""какой-то плохой ситуации будет улучшено/исправлено""]","[""рад, что помог кому-то"", ""уполномоченными по их способности""]","[""рад, что проблемы в их жизни были затронуты"", ""благодарен своему другу"", ""с надеждой на будущее""]"
3661,PersonX изменения персоны ПО ___ для лучшего,"[""хороший""]","[""хорошо""]","[""довольный""]"
3662,PersonX берет ___ в связи,"[""он очень exepect""]","[""не счастливая""]","[""сад""]"
3663,PersonX берет ___ в связи,"[""законными"", ""не обязаны любые деньги""]","[""скупой"", ""бедный"", ""финансово туго""]","[""благодарные"", ""материально обеспеченным""]"
3664,PersonX живет каждый ___,"[""нет""]","[""живой""]","[""нет""]"
3665,PersonX живет каждый ___,"[""жить""]","[""полный жизни""]","[""нет""]"
3666,PersonX крепчает с каждым ___,"[""чтобы стать лучше, чем то, что они привыкли быть""]","[""возобновлено, право, уверенный в себе""]","[""нет""]"
3667,PersonX крепчает с каждым ___,"[""секунды""]","[""позитив""]","[""нет""]"
3668,PersonX крепчает с каждым ___,"[""дерево Стрэнг""]","[""счастье""]","[""нет""]"
3669,PersonX делает хороший день с ___,"[""по-честному""]","[""гордый""]","[""нет""]"
3670,PersonX делает хороший день с ___,"[""чтобы получить работу""]","[""выполнена"", ""гордый""]","[""нет""]"
3671,PersonX держит ___ в ремонт,"[""быть хорошим человеком""]","[""великий""]","[""нет""]"
3672,PersonX держит ___ в ремонт,"[""чтобы быть полезным""]","[""гордый""]","[""спасибо""]"
3673,PersonX держит ___ в ремонт,"[""чтобы все было красиво, чтобы проявить уважение, чтобы держать вещи в безопасности""]","[""выполнена"", ""выгодно""]","[""эстетически приятно"", ""заслуженный""]"
3674,PersonX выбирает ___ лучшее для вас,"[""помоги мне""]","[""полезно"", ""хорошо""]","[""благодарен"", ""хорошо""]"
3675,PersonX выбирает ___ лучшее для вас,"[""выбрать правильный""]","[""счастливым,наслаждаться""]","[""нет""]"
3676,PersonX описывает каждый ___,"[""что-то объяснить"", ""научить чему-то""]","[""выполнена""]","[""довольный""]"
3677,PersonX описывает каждый ___,"[""если быть точным""]","[""положительные"", ""конечно""]","[""нет""]"
3678,PersonX описывает каждый ___,"[""описать его полностью""]","[""счастливы все слушали""]","[""осознанное""]"
3679,PersonX узнает другой ___,"[""уметь говорить по-испански""]","[""с гордостью освоили второй язык""]","[""нет""]"
3680,PersonX узнает другой ___,"[""учиться"", ""образование"", ""удовлетворить любопытство""]","[""образование"", ""довольный""]","[""нет""]"
3681,PersonX упраздняет ___ в Штатах,"[""это несчастье для народа""]","[""сад""]","[""нет""]"
3682,PersonX проверяет каждый ___,"[""довольный""]","[""счастье""]","[""нет""]"
3683,PersonX поднимает с ___,"[""поддержка других""]","[""чувствовать поддержку"", ""счастье""]","[""нет""]"
3684,PersonX толкает ___ далеко,"[""сила""]","[""могущественный""]","[""нет""]"
3685,PersonX получается PersonX-это ___ на Персоны,"[""чтобы избежать человек y"", ""быть свободным от человек y"", ""выразить гнев на человек y""]","[""свободный"", ""наедине"", ""закрытие""]","[""игнорировать"", ""отклонено"", ""брошенные""]"
3686,PersonX получается PersonX-это ___ на Персоны,"[""не вижу персоны в этот момент"", ""посмотреть персоны"", ""дать персоны доступ к заблокированному месте""]","[""счастлив, что не смотря на персоны"", ""заинтересованы в том, чтобы персоны"", ""что персоны должны иметь путь в куда-нибудь""]","[""откладывать на personx отворачиваются"", ""сосредоточился на personx"", ""нужно взять ключ от personx""]"
3687,PersonX считает ___ тесно,"[""тщательно""]","[""Хизбалла""]","[""нет""]"
3688,PersonX считает ___ тесно,"[""чтобы быть уверенным""]","[""сомнительно""]","[""нет""]"
3689,PersonX запоминает каждый ___,"[""чтобы знать все о своих любимых кино""]","[""выполнена""]","[""нет""]"
3690,PersonX запоминает каждый ___,"[""прослушивание"", ""на лекции в общественных местах"", ""хорошо""]","[""гордый"", ""уверенный"", ""возбуждение""]","[""нет""]"
3691,PersonX поднимает ___ в точку,"[""это необходимо, чтобы хорошо учиться в школе, получить хорошую оценку""]","[""счастье""]","[""нет""]"
3692,PersonX пользуется ___ много,"[""нет""]","[""в хорошем настроении""]","[""нет""]"
3693,PersonX пользуется ___ много,"[""нет""]","[""веселый"", ""приподнятое""]","[""нет""]"
3694,PersonX проводит время в удовольствие___,"[""отношения""]","[""хорошо""]","[""нет""]"
3695,PersonX фиксирует каждую ___,"[""они захватывают все тело""]","[""очень счастлив""]","[""нет""]"
3696,PersonX фиксирует каждую ___,"[""ситуациях""]","[""спокойный""]","[""нет""]"
3697,PersonX фиксирует каждую ___,"[""захватывают человека""]","[""счастье""]","[""нет""]"
3698,PersonX приносит это ___ к концу,"[""чтобы закончить что-то""]","[""зажигалка""]","[""нет""]"
3699,PersonX приносит это ___ к концу,"[""чтобы закончить что-то""]","[""исполнено""]","[""нейтральный""]"
3700,PersonX запишется ___ в учреждение персоны,"[""он полное время работы компании""]","[""счастье""]","[""нет""]"
3701,PersonX запишется ___ в учреждение персоны,"[""быть образованным""]","[""успешный""]","[""нет""]"
3702,PersonX запишется ___ в учреждение персоны,"[""зарегистрироваться в тело""]","[""доволен"", ""счастлив""]","[""довольный""]"
3703,PersonX прибывает ___ от работы,"[""она srrives домой с работы""]","[""diead так расслабиться наш ум""]","[""он очень счастлив с остальным""]"
3704,PersonX прибывает ___ от работы,"[""нет""]","[""отдохнувшими и полными сил""]","[""рада его видеть""]"
3705,PersonX моет персоны ученики ' ___,"[""быть хорошим"", ""чтобы подавать пример""]","[""счастливы"", ""довольны""]","[""удивлен""]"
3706,PersonX моет персоны ученики ' ___,"[""быть гостеприимными"", ""проявить уважение""]","[""благоговение"", ""почтительности"", ""досточтимый""]","[""чистый"", ""оправданный""]"
3707,PersonX играет ___ в определении,"[""чтобы быть вовлечены в весь процесс""]","[""выполнена"", ""принадлежность""]","[""спасибо"", ""помогло""]"
3708,PersonX играет ___ в определении,"[""чтобы говорить, что происходит""]","[""о""]","[""нет""]"
3709,PersonX совершает каждый ___,"[""уйти с преступностью""]","[""подлый""]","[""предал""]"
3710,PersonX наборы ___ на земле,"[""сойти с корабля"", ""осваивать новые земли""]","[""авантюрным"", ""голодный""]","[""нет""]"
3711,PersonX наборы ___ на земле,"[""стабильность""]","[""безопасной""]","[""нет""]"
3712,PersonX приносит ___ в мире,"[""нет""]","[""счастлив, о создании новой жизни""]","[""счастливым""]"
3713,PersonX приносит ___ в мире,"[""быть хорошим человеком"", ""проявлять любовь""]","[""любовь для всех"", ""счастливый"", ""мир""]","[""спасибо"", ""благодарен""]"
3714,PersonX лежит PersonX-это ___ на плечо персоны по,"[""выразить симпатию"", ""выразить благодарность"", ""чувствовать поддержку""]","[""с радостью бы помогли кто-то"", ""благодарен, есть на кого положиться"", ""только в мире""]","[""тепло к personx"", ""защитные personx"", ""поставить на personx""]"
3715,PersonX ест ___ с персоны учеников,"[""чтобы присоединиться к праздник""]","[""исполнено""]","[""рада""]"
3716,PersonX ест ___ с персоны учеников,"[""школьники""]","[""удивительная""]","[""нет""]"
3717,PersonX ест ___ с персоны учеников,"[""чтобы разделить время с учениками""]","[""общий""]","[""хорошо""]"
3718,PersonX получается PersonX-это ___ к вещам,"[""в упор""]","[""производительных""]","[""нет""]"
3719,PersonX получается PersonX-это ___ к вещам,"[""быть образованным""]","[""выполнена""]","[""нет""]"
3720,PersonX играет персоны ___ в политике,"[""чтобы быть полезным""]","[""полезная""]","[""помогли""]"
3721,PersonX играет персоны ___ в политике,"[""быть частью игры""]","[""выполнена""]","[""нет""]"
3722,PersonX учит ___ в университете,"[""обучать других""]","[""исполнено""]","[""осознанное""]"
3723,PersonX учит ___ в университете,"[""встречать студентов""]","[""умник""]","[""хорошо""]"
3724,PersonX остается дома ___,"[""отдыхать""]","[""устали""]","[""нет""]"
3725,PersonX остается дома ___,"[""немного отдохнуть""]","[""свежей и отдохнувшей""]","[""счастливы о его пребывании""]"
3726,PersonX идет ___ в постели,"[""они спят""]","[""хорошо отдохнувшим после хорошего ночного сна""]","[""нет""]"
